frame,0_x,0_y,0_vis,1_x,1_y,1_vis,2_x,2_y,2_vis,3_x,3_y,3_vis,4_x,4_y,4_vis,5_x,5_y,5_vis,6_x,6_y,6_vis,7_x,7_y,7_vis,8_x,8_y,8_vis,9_x,9_y,9_vis,10_x,10_y,10_vis,11_x,11_y,11_vis,12_x,12_y,12_vis,13_x,13_y,13_vis,14_x,14_y,14_vis,15_x,15_y,15_vis,16_x,16_y,16_vis,17_x,17_y,17_vis,18_x,18_y,18_vis,19_x,19_y,19_vis,20_x,20_y,20_vis,21_x,21_y,21_vis,22_x,22_y,22_vis,23_x,23_y,23_vis,24_x,24_y,24_vis,25_x,25_y,25_vis,26_x,26_y,26_vis,27_x,27_y,27_vis,28_x,28_y,28_vis,29_x,29_y,29_vis,30_x,30_y,30_vis,31_x,31_y,31_vis,32_x,32_y,32_vis
0,0.45124372839927673,0.20839738845825195,0.9999537467956543,0.4521983861923218,0.1885165423154831,0.9999005794525146,0.4531470239162445,0.18817514181137085,0.9999004602432251,0.45394957065582275,0.1878393292427063,0.9998568296432495,0.4471258521080017,0.18662920594215393,0.9999599456787109,0.44448739290237427,0.18505710363388062,0.9999712705612183,0.4415871798992157,0.18355673551559448,0.9999659061431885,0.4468104839324951,0.18773823976516724,0.9997009038925171,0.42976829409599304,0.18418315052986145,0.9999855756759644,0.4493810534477234,0.22057458758354187,0.9999867677688599,0.4433046579360962,0.22005009651184082,0.999996542930603,0.46528294682502747,0.28175145387649536,0.9999834299087524,0.37566158175468445,0.26236066222190857,0.9999985694885254,0.46513500809669495,0.37106290459632874,0.9073836207389832,0.32962995767593384,0.3291569650173187,0.9968740940093994,0.45025864243507385,0.45087915658950806,0.7589053511619568,0.32249540090560913,0.41783177852630615,0.9715256094932556,0.4443553686141968,0.47860434651374817,0.6988554000854492,0.31914839148521423,0.4505511522293091,0.9339635968208313,0.4412681460380554,0.4742940068244934,0.7192055583000183,0.3266385495662689,0.45099571347236633,0.9316236972808838,0.44062095880508423,0.46204710006713867,0.6153666973114014,0.329220712184906,0.4417325258255005,0.8984701633453369,0.41122326254844666,0.4932229220867157,0.9994018077850342,0.3717009723186493,0.4751978814601898,0.999984860420227,0.385258287191391,0.6526411771774292,0.8748626112937927,0.3771362602710724,0.6528320908546448,0.9888050556182861,0.3350487947463989,0.5911034941673279,0.33192139863967896,0.37420883774757385,0.8399113416671753,0.9947407841682434,0.32512369751930237,0.5747328400611877,0.5084475874900818,0.366392582654953,0.8633441925048828,0.8979268074035645,0.32205691933631897,0.5843052864074707,0.5673974752426147,0.3971019387245178,0.8798491358757019,0.9845297336578369
1,0.44195258617401123,0.2209271788597107,0.9999508857727051,0.4431590735912323,0.20204149186611176,0.9998958110809326,0.44401273131370544,0.20111669600009918,0.9998964667320251,0.44466251134872437,0.20020608603954315,0.9998538494110107,0.43852925300598145,0.20125675201416016,0.9999552965164185,0.4359394609928131,0.199846088886261,0.9999663233757019,0.4329361319541931,0.1983080804347992,0.9999608397483826,0.43853870034217834,0.19716349244117737,0.9996959567070007,0.42064154148101807,0.19463954865932465,0.9999802112579346,0.4400158226490021,0.2323303520679474,0.9999834895133972,0.43431904911994934,0.2332601100206375,0.999995231628418,0.45586004853248596,0.28175273537635803,0.9999842643737793,0.3692476451396942,0.27273988723754883,0.9999982714653015,0.4528721868991852,0.38534557819366455,0.9135504364967346,0.3232352137565613,0.35474666953086853,0.9968422651290894,0.4475017189979553,0.4790720045566559,0.7780895233154297,0.3243080973625183,0.43320634961128235,0.9728929400444031,0.44443240761756897,0.5090829133987427,0.7212088108062744,0.3246234357357025,0.46487849950790405,0.9374085068702698,0.44126784801483154,0.5047041773796082,0.740458607673645,0.33177900314331055,0.4561186730861664,0.9353025555610657,0.44038164615631104,0.4942832589149475,0.6444079875946045,0.3330918848514557,0.44634589552879333,0.9037067890167236,0.407440721988678,0.4989953935146332,0.9993510246276855,0.36643877625465393,0.4866878092288971,0.9999781250953674,0.38812780380249023,0.6647859811782837,0.8739853501319885,0.37575143575668335,0.6580502986907959,0.9882486462593079,0.34480878710746765,0.6676948666572571,0.34771019220352173,0.35175806283950806,0.8387366533279419,0.9944099187850952,0.3347962200641632,0.6570358276367188,0.5255062580108643,0.34271955490112305,0.8631443381309509,0.8986366391181946,0.3472343385219574,0.7144352197647095,0.5813654661178589,0.3739128112792969,0.8808609843254089,0.9842778444290161
2,0.43914180994033813,0.2250666320323944,0.9999445676803589,0.4406970739364624,0.20657601952552795,0.9998834729194641,0.44168326258659363,0.205669105052948,0.9998839497566223,0.44247686862945557,0.2047414481639862,0.9998437166213989,0.43548572063446045,0.20557130873203278,0.9999470114707947,0.43279948830604553,0.20402434468269348,0.9999568462371826,0.4296182692050934,0.2023743838071823,0.9999502301216125,0.43689173460006714,0.2011353075504303,0.9996757507324219,0.4173310697078705,0.1983690708875656,0.9999682307243347,0.4373951256275177,0.23669709265232086,0.9999780058860779,0.43124380707740784,0.23762203752994537,0.9999930262565613,0.4535314440727234,0.28180986642837524,0.999984622001648,0.3670025169849396,0.2769951820373535,0.9999977350234985,0.45031699538230896,0.3894973695278168,0.9189919233322144,0.3205186426639557,0.36388176679611206,0.9967260956764221,0.4457373023033142,0.4837038218975067,0.7952398061752319,0.3262667655944824,0.445341557264328,0.9732548594474792,0.4443657696247101,0.5145847201347351,0.7416033744812012,0.32781216502189636,0.47591620683670044,0.9388548731803894,0.4409186542034149,0.5095677971839905,0.7598040103912354,0.33471012115478516,0.46501174569129944,0.9370221495628357,0.4396856427192688,0.4990929067134857,0.6710502505302429,0.3355993926525116,0.4547388553619385,0.9062858819961548,0.4062000811100006,0.501448929309845,0.9992800951004028,0.3647802174091339,0.4909551441669464,0.9999669790267944,0.38983574509620667,0.6685691475868225,0.8702118992805481,0.37523773312568665,0.6611994504928589,0.9872434735298157,0.3462332487106323,0.6518864035606384,0.3588819205760956,0.34819501638412476,0.8385346531867981,0.9938144683837891,0.33633121848106384,0.6371505856513977,0.5385823249816895,0.3390911817550659,0.8631374835968018,0.8990122675895691,0.3460734188556671,0.6940671801567078,0.5894619822502136,0.369806706905365,0.8814101219177246,0.9834399223327637
3,0.43483906984329224,0.22312776744365692,0.9998405575752258,0.43566372990608215,0.20479248464107513,0.9996861815452576,0.43640679121017456,0.20402279496192932,0.9996890425682068,0.43704497814178467,0.20318716764450073,0.999641478061676,0.4311574101448059,0.2036622017621994,0.9998448491096497,0.4282453656196594,0.20216326415538788,0.999861478805542,0.4248424768447876,0.20057429373264313,0.9998522996902466,0.4306807816028595,0.20068110525608063,0.9993852972984314,0.4116341471672058,0.1975855529308319,0.9998912215232849,0.4329393804073334,0.2349802702665329,0.9999101161956787,0.4271220862865448,0.23595373332500458,0.999968945980072,0.445425808429718,0.28146523237228394,0.9999532103538513,0.363087922334671,0.2768760919570923,0.9999908208847046,0.4347641170024872,0.3888700604438782,0.8775916695594788,0.3211670219898224,0.37046998739242554,0.9958236813545227,0.4296551048755646,0.4775390923023224,0.7425655126571655,0.3382013142108917,0.4401931166648865,0.96244877576828,0.42927971482276917,0.5071548819541931,0.6965510845184326,0.34449130296707153,0.45856720209121704,0.9248218536376953,0.42874670028686523,0.5034749507904053,0.7155361175537109,0.3501300513744354,0.4456142485141754,0.9233582615852356,0.4276736378669739,0.491891473531723,0.6341954469680786,0.3479422628879547,0.43738028407096863,0.8897541165351868,0.4000464975833893,0.5051093101501465,0.9990955591201782,0.35724684596061707,0.4944497346878052,0.9999294877052307,0.39184802770614624,0.6801139712333679,0.8732663989067078,0.3534165322780609,0.6676427721977234,0.9867709875106812,0.3446130156517029,0.6393943428993225,0.3809995949268341,0.3223865032196045,0.834600567817688,0.9932651519775391,0.335151344537735,0.6216250061988831,0.5522575974464417,0.31281372904777527,0.8599181771278381,0.9002478122711182,0.34085607528686523,0.6816291809082031,0.6023358106613159,0.3443928062915802,0.8806741833686829,0.9827156662940979
4,0.43423759937286377,0.22193853557109833,0.9997905492782593,0.4343073070049286,0.2037423849105835,0.9995837211608887,0.43491095304489136,0.2030457705259323,0.9995923042297363,0.43539783358573914,0.20223550498485565,0.9995335340499878,0.43006590008735657,0.20269162952899933,0.9997979402542114,0.4274374544620514,0.2013271152973175,0.99982088804245,0.4242953658103943,0.19990308582782745,0.9998101592063904,0.4287871718406677,0.20059563219547272,0.9992550611495972,0.4108327329158783,0.19770187139511108,0.9998651742935181,0.4322854280471802,0.23384618759155273,0.9998742938041687,0.4264926314353943,0.23470264673233032,0.9999578595161438,0.44405776262283325,0.28135859966278076,0.9999365210533142,0.3619365692138672,0.27747318148612976,0.9999880790710449,0.434665709733963,0.38632088899612427,0.8370605111122131,0.3200918138027191,0.3712626099586487,0.9953268766403198,0.4274386763572693,0.4735400676727295,0.6940144300460815,0.3421403169631958,0.43621301651000977,0.954543948173523,0.42643123865127563,0.5004796385765076,0.6553303003311157,0.34869256615638733,0.45126983523368835,0.9139125943183899,0.42652347683906555,0.5001839995384216,0.6748564839363098,0.3533141314983368,0.43796974420547485,0.9125803112983704,0.42580878734588623,0.48695138096809387,0.5997926592826843,0.3524916172027588,0.42946386337280273,0.8769718408584595,0.39912348985671997,0.5061055421829224,0.9990144371986389,0.35566583275794983,0.4955107569694519,0.9999145865440369,0.3933657109737396,0.6803719997406006,0.877392053604126,0.35277509689331055,0.670950710773468,0.9868979454040527,0.3437304198741913,0.6367393732070923,0.4049585163593292,0.31958258152008057,0.8310662508010864,0.9930856823921204,0.3345429599285126,0.6151340007781982,0.5666287541389465,0.31026145815849304,0.8584939241409302,0.9027068614959717,0.33750009536743164,0.6849602460861206,0.6173508763313293,0.33938834071159363,0.8789655566215515,0.9826981425285339
5,0.43157947063446045,0.21727211773395538,0.9992378354072571,0.4313357472419739,0.19968020915985107,0.9983929395675659,0.4316770136356354,0.19880332052707672,0.9981114268302917,0.431926965713501,0.1977829784154892,0.9977782964706421,0.427494615316391,0.1990116685628891,0.9993083477020264,0.42495065927505493,0.19780978560447693,0.9994025230407715,0.4218108355998993,0.19645865261554718,0.9994844198226929,0.4242742359638214,0.19712740182876587,0.9971391558647156,0.40766268968582153,0.19511215388774872,0.9995847940444946,0.42928528785705566,0.2298029214143753,0.99928218126297,0.42420294880867004,0.22999542951583862,0.9998377561569214,0.4384298622608185,0.2777572572231293,0.9995691776275635,0.35803744196891785,0.2760743200778961,0.9999679923057556,0.42361658811569214,0.37326693534851074,0.7682478427886963,0.3202846050262451,0.3701520264148712,0.9947493076324463,0.41981378197669983,0.44087696075439453,0.6304653882980347,0.36052724719047546,0.43131184577941895,0.9454125165939331,0.41963985562324524,0.4614376127719879,0.5967549681663513,0.37513306736946106,0.4439764618873596,0.9008703827857971,0.42208194732666016,0.46049025654792786,0.6147781014442444,0.38021618127822876,0.4278290867805481,0.8991831541061401,0.4200064539909363,0.45031169056892395,0.5480217337608337,0.37521836161613464,0.41972365975379944,0.8576565980911255,0.39150452613830566,0.5053790807723999,0.9987609386444092,0.3482659161090851,0.4949205219745636,0.9998373985290527,0.39555415511131287,0.677593469619751,0.8782398104667664,0.33440157771110535,0.6698874235153198,0.9849311113357544,0.35211288928985596,0.6445672512054443,0.40902331471443176,0.2995050251483917,0.8146552443504333,0.9913114309310913,0.3442714512348175,0.6242545247077942,0.5596692562103271,0.28885287046432495,0.8369333744049072,0.8993991613388062,0.3460994362831116,0.6956182718276978,0.6141759157180786,0.31818580627441406,0.8732309341430664,0.9805911779403687
6,0.4300991892814636,0.2153255194425583,0.9984702467918396,0.42974770069122314,0.197681725025177,0.9966907501220703,0.43004101514816284,0.1967068612575531,0.9960379600524902,0.4302327036857605,0.19557146728038788,0.9951407313346863,0.42624130845069885,0.19726400077342987,0.9986719489097595,0.423793226480484,0.19611558318138123,0.9988996386528015,0.4209229350090027,0.19484947621822357,0.9990937113761902,0.42261818051338196,0.19545286893844604,0.9935351610183716,0.4068928360939026,0.19357413053512573,0.9992480874061584,0.42754802107810974,0.2279321849346161,0.9982693791389465,0.4228619635105133,0.2280084788799286,0.999666690826416,0.4374242126941681,0.274993360042572,0.9989101886749268,0.35666507482528687,0.2747266888618469,0.9999489784240723,0.4199759364128113,0.36834731698036194,0.7020696401596069,0.31960365176200867,0.36857378482818604,0.9943100810050964,0.41500675678253174,0.42781925201416016,0.5715002417564392,0.3620094060897827,0.4249471127986908,0.9393067955970764,0.41612008213996887,0.4503219723701477,0.5421077013015747,0.37699127197265625,0.4386412501335144,0.891518771648407,0.41839107871055603,0.44842714071273804,0.5586821436882019,0.38064634799957275,0.42109429836273193,0.8895520567893982,0.4174358546733856,0.4348889887332916,0.49919334053993225,0.37551334500312805,0.41363564133644104,0.8427587747573853,0.3906978368759155,0.5048827528953552,0.9984222054481506,0.34784507751464844,0.4939643442630768,0.9997776746749878,0.3961229622364044,0.6757321357727051,0.879989743232727,0.3316076993942261,0.6679678559303284,0.983734667301178,0.35318371653556824,0.6474584341049194,0.4163037836551666,0.298545241355896,0.8120412230491638,0.9904376864433289,0.3455659747123718,0.6279444098472595,0.556056559085846,0.2874101996421814,0.8335622549057007,0.897650957107544,0.34632036089897156,0.699804425239563,0.6167270541191101,0.31552958488464355,0.8703488111495972,0.9798755049705505
7,0.42738088965415955,0.2054854929447174,0.998221218585968,0.427055299282074,0.18754684925079346,0.9961239695549011,0.42731866240501404,0.18665450811386108,0.9954370260238647,0.42750120162963867,0.18562309443950653,0.9944169521331787,0.4235873818397522,0.18741236627101898,0.9982249736785889,0.42118293046951294,0.18653784692287445,0.9985026121139526,0.41839584708213806,0.18543539941310883,0.9987476468086243,0.4198165535926819,0.18551458418369293,0.9930321574211121,0.40484192967414856,0.1837465912103653,0.9989191293716431,0.4246630370616913,0.21770136058330536,0.9978808164596558,0.42025113105773926,0.21682137250900269,0.9995108246803284,0.4332898259162903,0.26629209518432617,0.9986504912376404,0.35582977533340454,0.2603655457496643,0.999898374080658,0.41252046823501587,0.35737720131874084,0.6441711783409119,0.3200976252555847,0.36296346783638,0.9944565296173096,0.4128546416759491,0.41244643926620483,0.522746741771698,0.37078720331192017,0.3988941013813019,0.9399088025093079,0.41349685192108154,0.43981194496154785,0.49792996048927307,0.38581302762031555,0.4121820032596588,0.8903579711914062,0.41677936911582947,0.43214184045791626,0.5134707689285278,0.3902364671230316,0.39419811964035034,0.8881785273551941,0.41450798511505127,0.42154547572135925,0.4605197608470917,0.3860531449317932,0.3899989426136017,0.8393236994743347,0.3880953788757324,0.49575430154800415,0.9982813000679016,0.34435442090034485,0.485287606716156,0.9994999170303345,0.39818814396858215,0.6444057822227478,0.8908917307853699,0.3208591043949127,0.6442665457725525,0.9844532608985901,0.3518255054950714,0.7030266523361206,0.4697086811065674,0.2817535102367401,0.7969160676002502,0.9905192852020264,0.33631032705307007,0.6965080499649048,0.590460479259491,0.2706071436405182,0.8145923018455505,0.8984450101852417,0.34364405274391174,0.7869128584861755,0.6511072516441345,0.29575446248054504,0.8650352954864502,0.9800324440002441
8,0.42765071988105774,0.20268584787845612,0.9972601532936096,0.4270056188106537,0.18422897160053253,0.993990421295166,0.4271271824836731,0.18324337899684906,0.9930545091629028,0.427142858505249,0.18210165202617645,0.9914978742599487,0.42392322421073914,0.18422016501426697,0.9968616962432861,0.42161715030670166,0.18335901200771332,0.9973160028457642,0.4188537299633026,0.18219664692878723,0.9977731108665466,0.4187361001968384,0.18132977187633514,0.9901984930038452,0.40532922744750977,0.18015161156654358,0.9980883598327637,0.42454904317855835,0.2154746651649475,0.9963003993034363,0.4204960763454437,0.21427381038665771,0.999008297920227,0.4331892728805542,0.2603512704372406,0.997933030128479,0.3556860685348511,0.2549508512020111,0.9998230338096619,0.41340765357017517,0.3502054512500763,0.5853899717330933,0.3205035328865051,0.36076778173446655,0.994418203830719,0.40625110268592834,0.4138124883174896,0.47350913286209106,0.3728908896446228,0.3923833668231964,0.9383963942527771,0.40787261724472046,0.43860548734664917,0.4522615671157837,0.38728630542755127,0.4098379909992218,0.8860939741134644,0.41087377071380615,0.433712363243103,0.4665725529193878,0.39270415902137756,0.3917490839958191,0.8837803602218628,0.4106021523475647,0.4189280867576599,0.41954898834228516,0.3869120180606842,0.38634932041168213,0.8322591185569763,0.38737723231315613,0.4914301335811615,0.9980329275131226,0.34343183040618896,0.48174354434013367,0.9991466999053955,0.39918798208236694,0.6384102702140808,0.900632917881012,0.32027995586395264,0.6385692358016968,0.9849900007247925,0.3506619930267334,0.7098169922828674,0.5184191465377808,0.28139665722846985,0.7929300665855408,0.9907166957855225,0.3323307931423187,0.703783392906189,0.6223441958427429,0.2707734704017639,0.8098793029785156,0.9008817076683044,0.3423716127872467,0.7935259342193604,0.6826478838920593,0.2963261604309082,0.8630097508430481,0.9805514812469482
9,0.42707011103630066,0.1931072473526001,0.9971670508384705,0.426342636346817,0.174795001745224,0.9938425421714783,0.4264924228191376,0.17377452552318573,0.9929026365280151,0.42652761936187744,0.17262035608291626,0.991368293762207,0.42308294773101807,0.1749040186405182,0.9966120719909668,0.42077380418777466,0.17404139041900635,0.9970718026161194,0.41807034611701965,0.17296014726161957,0.997586190700531,0.418025404214859,0.17143364250659943,0.9896811246871948,0.40447530150413513,0.17058241367340088,0.9979735016822815,0.4236741364002228,0.20501719415187836,0.9960241913795471,0.4194759726524353,0.20410794019699097,0.9988884329795837,0.4304998219013214,0.25272268056869507,0.9978842735290527,0.35504502058029175,0.2445361316204071,0.9997816681861877,0.4065828025341034,0.3373512923717499,0.5378889441490173,0.3208155333995819,0.34638357162475586,0.994467556476593,0.4040077328681946,0.4037490785121918,0.43196114897727966,0.3720833659172058,0.38545697927474976,0.9373939037322998,0.4029830992221832,0.42935702204704285,0.4141623377799988,0.3857605755329132,0.4063987135887146,0.882175862789154,0.40632978081703186,0.4226505756378174,0.4276503622531891,0.39115777611732483,0.39101073145866394,0.87977135181427,0.4053876996040344,0.41356825828552246,0.38575300574302673,0.38671502470970154,0.38253355026245117,0.8262441754341125,0.3840846121311188,0.48200252652168274,0.9980061054229736,0.3393994867801666,0.46869826316833496,0.9989178776741028,0.3987841010093689,0.6342626214027405,0.9094913601875305,0.3047718405723572,0.6253367066383362,0.9857944250106812,0.35114240646362305,0.7486680150032043,0.5649876594543457,0.2719021737575531,0.764284074306488,0.9909641742706299,0.3328913748264313,0.7559292316436768,0.6537734866142273,0.2656981647014618,0.7768452167510986,0.9018071293830872,0.3549935817718506,0.8331679105758667,0.7126587629318237,0.2774973213672638,0.8477599024772644,0.9811312556266785
